seed,process,representation,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy,condition_folder,base_process_variant,flip_p,subsample_step,k
0,even_process_flip0.02,last_1,one_step_greedy_merge,0.4777515484796059,2,0.4854551715396467,1.0,0.0,even_process_flip0.02,even_process,0.02,1,1
0,even_process_flip0.02,last_2,one_step_greedy_merge,0.4660941102616518,3,0.8487068783534037,1.0,0.0,even_process_flip0.02,even_process,0.02,1,2
0,even_process_flip0.02,last_3,one_step_greedy_merge,0.4603610153524074,3,0.9631920978424572,0.9095852396309908,0.2181883389955854,even_process_flip0.02,even_process,0.02,1,3
0,even_process_flip0.02,last_4,one_step_greedy_merge,0.453490939840229,5,1.2825952623880057,0.8536891777868059,0.3893024910528466,even_process_flip0.02,even_process,0.02,1,4
0,even_process_flip0.02,last_5,one_step_greedy_merge,0.4493186560877617,8,1.137826449622672,0.9289660862282336,0.2446908488421426,even_process_flip0.02,even_process,0.02,1,5
0,even_process_flip0.02,last_6,one_step_greedy_merge,0.4475154899021073,13,1.4220207759961236,0.8515622558486934,0.5000323651555424,even_process_flip0.02,even_process,0.02,1,6
0,even_process_flip0.02,last_7,one_step_greedy_merge,0.4460152956466744,19,1.5570570816791036,0.7842267113355668,0.6458050716190842,even_process_flip0.02,even_process,0.02,1,7
0,even_process_flip0.02,last_8,one_step_greedy_merge,0.4444287931521393,25,1.717344662249228,0.7658055765636818,0.8846249535064694,even_process_flip0.02,even_process,0.02,1,8
1,even_process_flip0.02,last_1,one_step_greedy_merge,0.4798058538653721,2,0.4856368042424613,1.0,0.0,even_process_flip0.02,even_process,0.02,1,1
1,even_process_flip0.02,last_2,one_step_greedy_merge,0.4670605855721834,3,0.8478901473001336,1.0,0.0,even_process_flip0.02,even_process,0.02,1,2
1,even_process_flip0.02,last_3,one_step_greedy_merge,0.4623988018302896,4,1.0421291512812496,0.8962974074351859,0.2606370489078379,even_process_flip0.02,even_process,0.02,1,3
1,even_process_flip0.02,last_4,one_step_greedy_merge,0.4544632670935687,4,1.1025375344821442,0.9045532672896028,0.2420943074200213,even_process_flip0.02,even_process,0.02,1,4
1,even_process_flip0.02,last_5,one_step_greedy_merge,0.4507420681922446,7,1.1538436478894352,0.9287098266184982,0.2521560247083205,even_process_flip0.02,even_process,0.02,1,5
1,even_process_flip0.02,last_6,one_step_greedy_merge,0.4456432157728102,11,1.5034009156780106,0.8383866794172246,0.6032899797507758,even_process_flip0.02,even_process,0.02,1,6
1,even_process_flip0.02,last_7,one_step_greedy_merge,0.4432952590385937,17,1.569278075474348,0.7772513625681284,0.7602527726177989,even_process_flip0.02,even_process,0.02,1,7
1,even_process_flip0.02,last_8,one_step_greedy_merge,0.4401925983881223,23,1.675245946726974,0.7436668312592584,0.8999298077445246,even_process_flip0.02,even_process,0.02,1,8
2,even_process_flip0.02,last_1,one_step_greedy_merge,0.4783565712927401,2,0.4857548109620904,1.0,0.0,even_process_flip0.02,even_process,0.02,1,1
2,even_process_flip0.02,last_2,one_step_greedy_merge,0.4664250117909945,3,0.8482191431032832,1.0,0.0,even_process_flip0.02,even_process,0.02,1,2
2,even_process_flip0.02,last_3,one_step_greedy_merge,0.4611713813047007,3,0.9624098411351024,0.908697717442936,0.2189958988435785,even_process_flip0.02,even_process,0.02,1,3
2,even_process_flip0.02,last_4,one_step_greedy_merge,0.4534075767014874,4,1.095765471231577,0.9060095627988376,0.2437649558829668,even_process_flip0.02,even_process,0.02,1,4
2,even_process_flip0.02,last_5,one_step_greedy_merge,0.4495014815449685,8,1.3595236897859315,0.8891770941410303,0.3375744837245041,even_process_flip0.02,even_process,0.02,1,5
2,even_process_flip0.02,last_6,one_step_greedy_merge,0.4441584830388119,14,1.4523752063630144,0.8112542423731038,0.605950253133879,even_process_flip0.02,even_process,0.02,1,6
2,even_process_flip0.02,last_7,one_step_greedy_merge,0.4417476259154098,19,1.5606341522034632,0.8669808490424521,0.5537089179442615,even_process_flip0.02,even_process,0.02,1,7
2,even_process_flip0.02,last_8,one_step_greedy_merge,0.4414510971490422,25,1.7582113505352974,0.7863379815114601,0.8407625096291541,even_process_flip0.02,even_process,0.02,1,8
3,even_process_flip0.02,last_1,one_step_greedy_merge,0.4779389550571766,2,0.484071434215365,1.0,0.0,even_process_flip0.02,even_process,0.02,1,1
3,even_process_flip0.02,last_2,one_step_greedy_merge,0.4663079444753105,3,0.8458764785730082,1.0,0.0,even_process_flip0.02,even_process,0.02,1,2
3,even_process_flip0.02,last_3,one_step_greedy_merge,0.461570134616442,3,0.9605901975559332,0.9100790019750494,0.2167965128606545,even_process_flip0.02,even_process,0.02,1,3
3,even_process_flip0.02,last_4,one_step_greedy_merge,0.4541090401218629,4,1.0744046044967228,0.9100971905372044,0.2244001988392769,even_process_flip0.02,even_process,0.02,1,4
3,even_process_flip0.02,last_5,one_step_greedy_merge,0.4509732642466613,8,1.269003759886172,0.8864582421840819,0.3978751977526626,even_process_flip0.02,even_process,0.02,1,5
3,even_process_flip0.02,last_6,one_step_greedy_merge,0.4465355681624999,14,1.4439840439203426,0.8262986505659623,0.600126007587225,even_process_flip0.02,even_process,0.02,1,6
3,even_process_flip0.02,last_7,one_step_greedy_merge,0.4458510741806478,19,1.453436498524664,0.8645369768488425,0.5891032667716571,even_process_flip0.02,even_process,0.02,1,7
3,even_process_flip0.02,last_8,one_step_greedy_merge,0.443065830818316,21,1.703126947459082,0.7213343250557844,0.8785764422733139,even_process_flip0.02,even_process,0.02,1,8
4,even_process_flip0.02,last_1,one_step_greedy_merge,0.4793293153814928,2,0.4870319736090912,1.0,0.0,even_process_flip0.02,even_process,0.02,1,1
4,even_process_flip0.02,last_2,one_step_greedy_merge,0.4686959367185931,3,0.850448983318004,1.0,0.0,even_process_flip0.02,even_process,0.02,1,2
4,even_process_flip0.02,last_3,one_step_greedy_merge,0.4634820900218727,4,1.0285419524767154,0.8981349533738343,0.2592449512132281,even_process_flip0.02,even_process,0.02,1,3
4,even_process_flip0.02,last_4,one_step_greedy_merge,0.4554781246240552,6,1.134821831667151,0.901665677052408,0.2506506121321774,even_process_flip0.02,even_process,0.02,1,4
4,even_process_flip0.02,last_5,one_step_greedy_merge,0.4525475749111383,9,1.2962508994897397,0.8839081465554959,0.4411812762187471,even_process_flip0.02,even_process,0.02,1,5
4,even_process_flip0.02,last_6,one_step_greedy_merge,0.4482074426687933,13,1.4162559637808103,0.8781884207434075,0.4244291707217852,even_process_flip0.02,even_process,0.02,1,6
4,even_process_flip0.02,last_7,one_step_greedy_merge,0.4474920661825012,19,1.559664432105641,0.7991024551227561,0.6369252916667242,even_process_flip0.02,even_process,0.02,1,7
4,even_process_flip0.02,last_8,one_step_greedy_merge,0.4482946374449191,24,1.761787342480177,0.7481670843984974,0.9097733866344672,even_process_flip0.02,even_process,0.02,1,8
0,even_process_flip0.02_sub2,last_1,one_step_greedy_merge,0.4833422023353413,2,0.4851768816248563,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,1
0,even_process_flip0.02_sub2,last_2,one_step_greedy_merge,0.4823404331787611,3,0.8980399747822101,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,2
0,even_process_flip0.02_sub2,last_3,one_step_greedy_merge,0.4818222509204758,4,1.2361956810945347,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,3
0,even_process_flip0.02_sub2,last_4,one_step_greedy_merge,0.4817447220565689,7,1.4338964331679471,0.8611913244577786,0.3563048237879942,even_process_flip0.02_sub2,even_process,0.02,2,4
0,even_process_flip0.02_sub2,last_5,one_step_greedy_merge,0.4817023708576871,10,1.693045239528326,0.8500512538440383,0.4932733644502962,even_process_flip0.02_sub2,even_process,0.02,2,5
0,even_process_flip0.02_sub2,last_6,one_step_greedy_merge,0.4844906787594196,12,1.7257137740362392,0.8238720888077706,0.640486024945792,even_process_flip0.02_sub2,even_process,0.02,2,6
0,even_process_flip0.02_sub2,last_7,one_step_greedy_merge,0.4893272712071255,16,2.020486769536245,0.7538003800380038,0.8275125331034995,even_process_flip0.02_sub2,even_process,0.02,2,7
0,even_process_flip0.02_sub2,last_8,one_step_greedy_merge,0.5001770348368646,19,2.022663060650455,0.6724506506982035,1.1990721256744763,even_process_flip0.02_sub2,even_process,0.02,2,8
1,even_process_flip0.02_sub2,last_1,one_step_greedy_merge,0.481210734042652,2,0.4852496101519946,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,1
1,even_process_flip0.02_sub2,last_2,one_step_greedy_merge,0.4795716817632091,3,0.8987214500437886,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,2
1,even_process_flip0.02_sub2,last_3,one_step_greedy_merge,0.4785643896182543,5,1.2506678138123617,0.9976748837441872,0.0105797103313134,even_process_flip0.02_sub2,even_process,0.02,2,3
1,even_process_flip0.02_sub2,last_4,one_step_greedy_merge,0.4786480834629624,6,1.4401736137518624,0.9025064066504156,0.2378163747810523,even_process_flip0.02_sub2,even_process,0.02,2,4
1,even_process_flip0.02_sub2,last_5,one_step_greedy_merge,0.478525971616264,10,1.6514973227487193,0.8887166537490312,0.363357511580594,even_process_flip0.02_sub2,even_process,0.02,2,5
1,even_process_flip0.02_sub2,last_6,one_step_greedy_merge,0.4810799413406579,12,1.7451551035198298,0.8729013788706512,0.382535365170095,even_process_flip0.02_sub2,even_process,0.02,2,6
1,even_process_flip0.02_sub2,last_7,one_step_greedy_merge,0.4817779204701801,16,2.0675217541673776,0.7010951095109511,0.9800978344013792,even_process_flip0.02_sub2,even_process,0.02,2,7
1,even_process_flip0.02_sub2,last_8,one_step_greedy_merge,0.4849609312332543,20,2.113590210615947,0.641634683901939,1.254182867125088,even_process_flip0.02_sub2,even_process,0.02,2,8
2,even_process_flip0.02_sub2,last_1,one_step_greedy_merge,0.4835458155041251,2,0.4851041368052609,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,1
2,even_process_flip0.02_sub2,last_2,one_step_greedy_merge,0.4817818085055805,3,0.8984831435429612,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,2
2,even_process_flip0.02_sub2,last_3,one_step_greedy_merge,0.4811234924995539,4,1.2376462589662318,0.9950872543627182,0.0300759387761878,even_process_flip0.02_sub2,even_process,0.02,2,3
2,even_process_flip0.02_sub2,last_4,one_step_greedy_merge,0.4810017197964669,6,1.5252216270978722,0.950396899806238,0.2033256315906286,even_process_flip0.02_sub2,even_process,0.02,2,4
2,even_process_flip0.02_sub2,last_5,one_step_greedy_merge,0.4808511409827778,9,1.612916572909043,0.870065254894117,0.4352712617770775,even_process_flip0.02_sub2,even_process,0.02,2,5
2,even_process_flip0.02_sub2,last_6,one_step_greedy_merge,0.4850018326840992,12,1.9500674888805816,0.7728426237295764,0.7991517757093013,even_process_flip0.02_sub2,even_process,0.02,2,6
2,even_process_flip0.02_sub2,last_7,one_step_greedy_merge,0.4838334862395485,15,2.046059998373445,0.686068606860686,1.0218294882201502,even_process_flip0.02_sub2,even_process,0.02,2,7
2,even_process_flip0.02_sub2,last_8,one_step_greedy_merge,0.4856494192266966,19,2.108660983444336,0.6793514270355415,1.2226019899668414,even_process_flip0.02_sub2,even_process,0.02,2,8
3,even_process_flip0.02_sub2,last_1,one_step_greedy_merge,0.4797833492490573,2,0.4839745062369246,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,1
3,even_process_flip0.02_sub2,last_2,one_step_greedy_merge,0.4781640692487244,3,0.8961999210755698,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,2
3,even_process_flip0.02_sub2,last_3,one_step_greedy_merge,0.477447152383446,4,1.2340699810719895,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,3
3,even_process_flip0.02_sub2,last_4,one_step_greedy_merge,0.4770345403997573,7,1.5009523097617845,0.8682542658916182,0.3439107106772112,even_process_flip0.02_sub2,even_process,0.02,2,4
3,even_process_flip0.02_sub2,last_5,one_step_greedy_merge,0.4768328710185637,8,1.6562763416959814,0.8982673700527539,0.3150968012617333,even_process_flip0.02_sub2,even_process,0.02,2,5
3,even_process_flip0.02_sub2,last_6,one_step_greedy_merge,0.4767929970344713,11,1.864844501731768,0.716312677359269,0.8187023757896602,even_process_flip0.02_sub2,even_process,0.02,2,6
3,even_process_flip0.02_sub2,last_7,one_step_greedy_merge,0.4771879904941062,14,1.8780525181069363,0.7808405840584058,0.8081772470593257,even_process_flip0.02_sub2,even_process,0.02,2,7
3,even_process_flip0.02_sub2,last_8,one_step_greedy_merge,0.4812346642980697,19,1.9960309571796448,0.689790101386406,1.177306905762267,even_process_flip0.02_sub2,even_process,0.02,2,8
4,even_process_flip0.02_sub2,last_1,one_step_greedy_merge,0.4840165390379492,2,0.4872252037795793,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,1
4,even_process_flip0.02_sub2,last_2,one_step_greedy_merge,0.482543823047726,3,0.9019507360489694,1.0,0.0,even_process_flip0.02_sub2,even_process,0.02,2,2
4,even_process_flip0.02_sub2,last_3,one_step_greedy_merge,0.4821947215302279,5,1.3033891704518623,0.9997499874993748,0.0019325805862588,even_process_flip0.02_sub2,even_process,0.02,2,3
4,even_process_flip0.02_sub2,last_4,one_step_greedy_merge,0.4830387716700589,6,1.3522153730077988,0.9056191011938246,0.2188327044151308,even_process_flip0.02_sub2,even_process,0.02,2,4
4,even_process_flip0.02_sub2,last_5,one_step_greedy_merge,0.4831646639206289,9,1.6928036769426258,0.8896417231292347,0.334205622410459,even_process_flip0.02_sub2,even_process,0.02,2,5
4,even_process_flip0.02_sub2,last_6,one_step_greedy_merge,0.4830167298611097,11,1.6516264033156336,0.867275886640081,0.482176554006703,even_process_flip0.02_sub2,even_process,0.02,2,6
4,even_process_flip0.02_sub2,last_7,one_step_greedy_merge,0.4871374691607247,14,2.023480606736234,0.682068206820682,1.0266419257227222,even_process_flip0.02_sub2,even_process,0.02,2,7
4,even_process_flip0.02_sub2,last_8,one_step_greedy_merge,0.4929926240210166,20,2.0112894306824294,0.7106174444625021,1.09385364628751,even_process_flip0.02_sub2,even_process,0.02,2,8
0,even_process_flip0.02_sub4,last_1,one_step_greedy_merge,0.4877966978278016,2,0.4839448803334837,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,1
0,even_process_flip0.02_sub4,last_2,one_step_greedy_merge,0.4878286441373844,2,0.4839152502564963,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,2
0,even_process_flip0.02_sub4,last_3,one_step_greedy_merge,0.488091038553724,3,0.5658561798118131,0.9703970397039704,0.1104062395946937,even_process_flip0.02_sub4,even_process,0.02,4,3
0,even_process_flip0.02_sub4,last_4,one_step_greedy_merge,0.4880948104195982,4,1.1017520851753215,0.8252531566445805,0.536727323015881,even_process_flip0.02_sub4,even_process,0.02,4,4
0,even_process_flip0.02_sub4,last_5,one_step_greedy_merge,0.4882833652764398,8,1.0956633749154028,0.7575636345451818,0.7538897843096269,even_process_flip0.02_sub4,even_process,0.02,4,5
0,even_process_flip0.02_sub4,last_6,one_step_greedy_merge,0.4890189362603486,13,1.2994356170666062,0.6801440252044108,1.2179799691326354,even_process_flip0.02_sub4,even_process,0.02,4,6
0,even_process_flip0.02_sub4,last_7,one_step_greedy_merge,0.507931243130074,17,1.5955762687126678,0.6110972194438887,1.4755373244305297,even_process_flip0.02_sub4,even_process,0.02,4,7
0,even_process_flip0.02_sub4,last_8,one_step_greedy_merge,0.5237509050924222,20,1.6716778256251796,0.5309944737565953,1.665726450630632,even_process_flip0.02_sub4,even_process,0.02,4,8
1,even_process_flip0.02_sub4,last_1,one_step_greedy_merge,0.4783371218888201,2,0.4841273652703318,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,1
1,even_process_flip0.02_sub4,last_2,one_step_greedy_merge,0.4783631135894499,2,0.4841342452946688,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,2
1,even_process_flip0.02_sub4,last_3,one_step_greedy_merge,0.4783891091724041,2,0.4841411255177766,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,3
1,even_process_flip0.02_sub4,last_4,one_step_greedy_merge,0.4788568375443822,5,0.9472498340620854,0.9412676584573072,0.2957130183199887,even_process_flip0.02_sub4,even_process,0.02,4,4
1,even_process_flip0.02_sub4,last_5,one_step_greedy_merge,0.4839829533319335,8,1.0328477995301562,0.922038305745862,0.4157368714707898,even_process_flip0.02_sub4,even_process,0.02,4,5
1,even_process_flip0.02_sub4,last_6,one_step_greedy_merge,0.4870623010307072,13,1.2572334727060877,0.6867701847823369,1.1372633512054935,even_process_flip0.02_sub4,even_process,0.02,4,6
1,even_process_flip0.02_sub4,last_7,one_step_greedy_merge,0.4949989214992055,16,1.473798134782135,0.7387727545509102,1.0622440582416113,even_process_flip0.02_sub4,even_process,0.02,4,7
1,even_process_flip0.02_sub4,last_8,one_step_greedy_merge,0.5060900065722997,21,1.6237509406829695,0.6276912305268686,1.4830540210514844,even_process_flip0.02_sub4,even_process,0.02,4,8
2,even_process_flip0.02_sub4,last_1,one_step_greedy_merge,0.485687592414288,2,0.4864903943404105,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,1
2,even_process_flip0.02_sub4,last_2,one_step_greedy_merge,0.4856991615133775,3,0.5678401873933339,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,2
2,even_process_flip0.02_sub4,last_3,one_step_greedy_merge,0.4859648243515486,4,0.96733996038547,0.9708970897089708,0.1173849616665874,even_process_flip0.02_sub4,even_process,0.02,4,3
2,even_process_flip0.02_sub4,last_4,one_step_greedy_merge,0.4857827630912422,5,0.941160536421872,0.9584198024753094,0.2051489027970126,even_process_flip0.02_sub4,even_process,0.02,4,4
2,even_process_flip0.02_sub4,last_5,one_step_greedy_merge,0.4889763816169796,8,0.9998351130728644,0.9027604140621092,0.4633548638873122,even_process_flip0.02_sub4,even_process,0.02,4,5
2,even_process_flip0.02_sub4,last_6,one_step_greedy_merge,0.4892085015610835,14,1.4630765882572316,0.7066986722676468,1.0778022297243146,even_process_flip0.02_sub4,even_process,0.02,4,6
2,even_process_flip0.02_sub4,last_7,one_step_greedy_merge,0.5056375157918999,17,1.6839893674649271,0.6653080616123225,1.2775024030738442,even_process_flip0.02_sub4,even_process,0.02,4,7
2,even_process_flip0.02_sub4,last_8,one_step_greedy_merge,0.5121889323118771,20,1.633376138624275,0.5765547248130829,1.656067806854801,even_process_flip0.02_sub4,even_process,0.02,4,8
3,even_process_flip0.02_sub4,last_1,one_step_greedy_merge,0.4891807618248851,2,0.4868885920415483,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,1
3,even_process_flip0.02_sub4,last_2,one_step_greedy_merge,0.489208148227272,2,0.486895482486991,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,2
3,even_process_flip0.02_sub4,last_3,one_step_greedy_merge,0.4890182671353359,3,0.6439021795741018,0.9448194819481948,0.1847908284236349,even_process_flip0.02_sub4,even_process,0.02,4,3
3,even_process_flip0.02_sub4,last_4,one_step_greedy_merge,0.48916434443268,4,0.9389933775438932,0.9900487560945118,0.0669739158477633,even_process_flip0.02_sub4,even_process,0.02,4,4
3,even_process_flip0.02_sub4,last_5,one_step_greedy_merge,0.4899320617137732,8,1.0586933715963087,0.7872180827124069,0.7826321319376609,even_process_flip0.02_sub4,even_process,0.02,4,5
3,even_process_flip0.02_sub4,last_6,one_step_greedy_merge,0.4896446341682824,12,1.144013925491637,0.7822618958317705,0.8099890400855838,even_process_flip0.02_sub4,even_process,0.02,4,6
3,even_process_flip0.02_sub4,last_7,one_step_greedy_merge,0.5008023414444822,17,1.3762016330649922,0.6776355271054211,1.2664908810863504,even_process_flip0.02_sub4,even_process,0.02,4,7
3,even_process_flip0.02_sub4,last_8,one_step_greedy_merge,0.5081142613170305,21,1.6322020594981876,0.5211422570078268,1.631518912790458,even_process_flip0.02_sub4,even_process,0.02,4,8
4,even_process_flip0.02_sub4,last_1,one_step_greedy_merge,0.4862150885104617,2,0.4858377385925633,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,1
4,even_process_flip0.02_sub4,last_2,one_step_greedy_merge,0.4861019272170808,2,0.4858446251470671,1.0,0.0,even_process_flip0.02_sub4,even_process,0.02,4,2
4,even_process_flip0.02_sub4,last_3,one_step_greedy_merge,0.4864030698834128,4,0.6170480311277116,0.9957995799579958,0.0173354439625007,even_process_flip0.02_sub4,even_process,0.02,4,3
4,even_process_flip0.02_sub4,last_4,one_step_greedy_merge,0.48621464185686,3,0.5498609759500209,0.9714464308038504,0.1141874077825351,even_process_flip0.02_sub4,even_process,0.02,4,4
4,even_process_flip0.02_sub4,last_5,one_step_greedy_merge,0.486646020736627,8,0.844013130134586,0.8830574586187928,0.3949426789433745,even_process_flip0.02_sub4,even_process,0.02,4,5
4,even_process_flip0.02_sub4,last_6,one_step_greedy_merge,0.4869537810636052,12,1.0394116498122776,0.8399719950991423,0.6585525690747933,even_process_flip0.02_sub4,even_process,0.02,4,6
4,even_process_flip0.02_sub4,last_7,one_step_greedy_merge,0.4902085183495483,17,1.470696576255702,0.5800910182036407,1.2838555398551674,even_process_flip0.02_sub4,even_process,0.02,4,7
4,even_process_flip0.02_sub4,last_8,one_step_greedy_merge,0.5113230785197452,20,1.5375763150998207,0.5559000775174414,1.5109266114590123,even_process_flip0.02_sub4,even_process,0.02,4,8
0,even_process_flip0.05,last_1,one_step_greedy_merge,0.5093709759125863,2,0.5122576318811578,1.0,0.0,even_process_flip0.05,even_process,0.05,1,1
0,even_process_flip0.05,last_2,one_step_greedy_merge,0.5040440570647232,3,0.8942252898501959,1.0,0.0,even_process_flip0.05,even_process,0.05,1,2
0,even_process_flip0.05,last_3,one_step_greedy_merge,0.5004300541035998,3,0.9943277696510412,0.9045851146278656,0.2354807053716027,even_process_flip0.05,even_process,0.05,1,3
0,even_process_flip0.05,last_4,one_step_greedy_merge,0.4965989958180248,5,1.1551556913159524,0.8964030125941436,0.2917719895235303,even_process_flip0.05,even_process,0.05,1,4
0,even_process_flip0.05,last_5,one_step_greedy_merge,0.49438343573946,7,1.2810928682456164,0.90776529119842,0.3480011865008404,even_process_flip0.05,even_process,0.05,1,5
0,even_process_flip0.05,last_6,one_step_greedy_merge,0.4924901007697534,9,1.6300278118282796,0.7279693486590039,0.8054635853492808,even_process_flip0.05,even_process,0.05,1,6
0,even_process_flip0.05,last_7,one_step_greedy_merge,0.4922530088934113,18,1.7015883297697247,0.7610755537776889,0.8905927101269703,even_process_flip0.05,even_process,0.05,1,7
0,even_process_flip0.05,last_8,one_step_greedy_merge,0.4939357753169739,21,1.8959616418453704,0.6839072197811127,1.1550549081034431,even_process_flip0.05,even_process,0.05,1,8
1,even_process_flip0.05,last_1,one_step_greedy_merge,0.5076016375367305,2,0.5120743329651929,1.0,0.0,even_process_flip0.05,even_process,0.05,1,1
1,even_process_flip0.05,last_2,one_step_greedy_merge,0.5009330610374217,3,0.8921925842000926,1.0,0.0,even_process_flip0.05,even_process,0.05,1,2
1,even_process_flip0.05,last_3,one_step_greedy_merge,0.4978048812541437,3,0.9923192676287016,0.904710117752944,0.2343872005458405,even_process_flip0.05,even_process,0.05,1,3
1,even_process_flip0.05,last_4,one_step_greedy_merge,0.4938142872306651,4,1.1145669837430765,0.904440763773868,0.2629786083002669,even_process_flip0.05,even_process,0.05,1,4
1,even_process_flip0.05,last_5,one_step_greedy_merge,0.4917452390386617,6,1.3304204716671133,0.8733827518531945,0.394750094291221,even_process_flip0.05,even_process,0.05,1,5
1,even_process_flip0.05,last_6,one_step_greedy_merge,0.4892353722176185,11,1.6772589770511348,0.7759151962898376,0.6637497268343274,even_process_flip0.05,even_process,0.05,1,6
1,even_process_flip0.05,last_7,one_step_greedy_merge,0.4883697338355857,17,1.711233870871874,0.7412433121656082,0.9036026503695312,even_process_flip0.05,even_process,0.05,1,7
1,even_process_flip0.05,last_8,one_step_greedy_merge,0.4906650248752689,22,1.759718825378611,0.7629116637810877,0.935739252100876,even_process_flip0.05,even_process,0.05,1,8
2,even_process_flip0.05,last_1,one_step_greedy_merge,0.5093183361403492,2,0.5119826405608069,1.0,0.0,even_process_flip0.05,even_process,0.05,1,1
2,even_process_flip0.05,last_2,one_step_greedy_merge,0.5030856883354915,3,0.892845278900547,1.0,0.0,even_process_flip0.05,even_process,0.05,1,2
2,even_process_flip0.05,last_3,one_step_greedy_merge,0.4998563282779569,4,1.2228187838638938,1.0,0.0,even_process_flip0.05,even_process,0.05,1,3
2,even_process_flip0.05,last_4,one_step_greedy_merge,0.4968074429907545,5,1.3142791638737403,0.8528516516141129,0.3876289801167126,even_process_flip0.05,even_process,0.05,1,4
2,even_process_flip0.05,last_5,one_step_greedy_merge,0.4945574464687552,6,1.5970739494732291,0.8448004300161256,0.4836632235941632,even_process_flip0.05,even_process,0.05,1,5
2,even_process_flip0.05,last_6,one_step_greedy_merge,0.4926432086639092,9,1.654191024564762,0.7888720131505753,0.7313057782162552,even_process_flip0.05,even_process,0.05,1,6
2,even_process_flip0.05,last_7,one_step_greedy_merge,0.4920426785345729,17,1.5857021868639594,0.8109905495274764,0.8209736189941053,even_process_flip0.05,even_process,0.05,1,7
2,even_process_flip0.05,last_8,one_step_greedy_merge,0.4925854702702217,22,1.9367749312159157,0.6496990455713134,1.1973283182916523,even_process_flip0.05,even_process,0.05,1,8
3,even_process_flip0.05,last_1,one_step_greedy_merge,0.507194368927107,2,0.5101679352007379,1.0,0.0,even_process_flip0.05,even_process,0.05,1,1
3,even_process_flip0.05,last_2,one_step_greedy_merge,0.5011443467349956,3,0.8900609925816345,1.0,0.0,even_process_flip0.05,even_process,0.05,1,2
3,even_process_flip0.05,last_3,one_step_greedy_merge,0.4978585547564186,4,1.1501805897372508,0.8665154128853221,0.2798476473477747,even_process_flip0.05,even_process,0.05,1,3
3,even_process_flip0.05,last_4,one_step_greedy_merge,0.4948266605591317,5,1.152973611589365,0.8960530016563018,0.2901110534578786,even_process_flip0.05,even_process,0.05,1,4
3,even_process_flip0.05,last_5,one_step_greedy_merge,0.4932516835690385,7,1.557193086514269,0.7652349463104866,0.5886898580774111,even_process_flip0.05,even_process,0.05,1,5
3,even_process_flip0.05,last_6,one_step_greedy_merge,0.4911439122687484,11,1.5240914590169454,0.8418805822754746,0.6077355636352904,even_process_flip0.05,even_process,0.05,1,6
3,even_process_flip0.05,last_7,one_step_greedy_merge,0.4900496138895927,16,1.7673170209669182,0.7375056252812641,0.9812345609118384,even_process_flip0.05,even_process,0.05,1,7
3,even_process_flip0.05,last_8,one_step_greedy_merge,0.4887545740883465,22,1.934114828692672,0.6388671862792282,1.1966220415458872,even_process_flip0.05,even_process,0.05,1,8
4,even_process_flip0.05,last_1,one_step_greedy_merge,0.5079232087967327,2,0.5136535981790846,1.0,0.0,even_process_flip0.05,even_process,0.05,1,1
4,even_process_flip0.05,last_2,one_step_greedy_merge,0.501898922513052,3,0.8950092121207986,1.0,0.0,even_process_flip0.05,even_process,0.05,1,2
4,even_process_flip0.05,last_3,one_step_greedy_merge,0.4976395379508229,4,1.1560875159742845,0.8652278806970174,0.282491711278819,even_process_flip0.05,even_process,0.05,1,3
4,even_process_flip0.05,last_4,one_step_greedy_merge,0.494062058243527,6,1.184801398684458,0.8983655739241851,0.2729520325896923,even_process_flip0.05,even_process,0.05,1,4
4,even_process_flip0.05,last_5,one_step_greedy_merge,0.4922471558194464,6,1.3326778439306783,0.8751140667775041,0.4117981177051455,even_process_flip0.05,even_process,0.05,1,5
4,even_process_flip0.05,last_6,one_step_greedy_merge,0.4901617233201326,11,1.390281474904201,0.8673691974023864,0.459017909493195,even_process_flip0.05,even_process,0.05,1,6
