base_process_variant,flip_p,subsample_step,k,process,reconstructor,representation,logloss_mean,logloss_std,n_states_mean,n_states_std,C_mu_empirical_mean,C_mu_empirical_std,unifilarity_score_mean,unifilarity_score_std,branch_entropy_mean,branch_entropy_std
markov2_k_sweep,0.0,1,1,markov_order2,one_step_greedy_merge,last_1,0.6034734115368094,0.0025888401693328037,2.0,0.0,0.6355872701923487,0.0009540830268955332,1.0,0.0,0.0,0.0
markov2_k_sweep,0.0,1,2,markov_order2,one_step_greedy_merge,last_2,0.4291336268215932,0.0029829959562162234,4.0,0.0,1.2402374903241404,0.002317632678523614,1.0,0.0,0.0,0.0
markov2_k_sweep,0.0,1,3,markov_order2,one_step_greedy_merge,last_3,0.4291295668009445,0.002966662231980507,4.0,0.0,1.2402367789121271,0.0023184307841195234,1.0,0.0,0.0,0.0
markov2_k_sweep,0.0,1,4,markov_order2,one_step_greedy_merge,last_4,0.4291403572044736,0.0029629358708277483,4.4,0.547722557505166,1.2731303566026753,0.045255081905613205,0.9944060751898496,0.01006251941835068,0.02123937873826626,0.03616760895648605
markov2_k_sweep,0.0,1,5,markov_order2,one_step_greedy_merge,last_5,0.429170641995673,0.002970585966144349,7.4,0.894427190999916,1.3601856555898812,0.04495918558385612,0.9636661374801555,0.0193856817645675,0.14101770070104153,0.055965336681717985
