obs_std,seed,method,method_param,n_states,ari_slow,ari_fast,ari_joint,gaussian_logloss,elapsed_s
0.4,1,kalman_predictive_single,0.25,1669,0.023695670869546537,-7.444877976913892e-06,0.012794684528088816,6.009283978715764,1.072611859999597
0.4,1,kalman_predictive_single,0.35,709,0.0050348212724216045,-5.196015328805345e-05,0.0015745052059856172,6.009283978715764,1.0769169544801116
0.4,1,kalman_predictive_single,0.5,234,-0.0016279295825117374,5.66721619479705e-05,-0.0004247995985283829,6.009283978715764,1.1159295551478863
0.4,1,kalman_predictive_kmeans,3.0,3,0.4268958189467477,-0.00011934455734975088,0.1664577137946136,6.009283978715764,0.028270659036934376
0.4,1,kalman_predictive_kmeans,6.0,6,0.23056049523267533,-0.0003767093659608654,0.12227778540967049,6.009283978715764,0.24684173241257668
0.4,1,kalman_predictive_kmeans,9.0,9,0.17476991387592303,-0.0002793906544382405,0.10886277039368962,6.009283978715764,0.2502701720222831
0.4,1,kalman_predictive_kmeans,12.0,12,0.1415459780068427,-0.0002832158027888842,0.0955015371705364,6.009283978715764,0.5466125477105379
0.4,1,kalman_predictive_kmeans,18.0,18,0.10658346190822175,-0.000266963943742912,0.07911770396721113,6.009283978715764,0.880703579634428
0.4,1,obs_pca_kmeans,3.0,3,0.0002913360597441481,0.0005648817943517849,0.0001304729267600058,6.009283978715764,0.0806620167568326
0.4,1,obs_pca_kmeans,6.0,6,0.00045615471252678064,0.1304195368925165,0.06923606603715161,6.009283978715764,0.059072271920740604
0.4,1,obs_pca_kmeans,9.0,9,-1.4985086393306506e-06,0.09603848112838481,0.0584806115096887,6.009283978715764,0.1172915194183588
0.4,1,obs_pca_kmeans,12.0,12,5.875099531654793e-05,0.08333337655478763,0.05534981705401291,6.009283978715764,0.12916661240160465
0.4,1,obs_pca_kmeans,18.0,18,0.0002121609797483552,0.06447760206554408,0.047683447845862606,6.009283978715764,0.5572232259437442
0.4,1,history_kmeans,3.0,3,0.008129220981144762,-0.00014120450047663995,0.0032343531194015,6.009283978715764,0.11357512138783932
0.4,1,history_kmeans,6.0,6,0.029752313914781094,0.005034962916770041,0.019258362268802075,6.009283978715764,0.5522821228951216
0.4,1,history_kmeans,9.0,9,0.04114863771447497,0.0032219091055736343,0.0281596634411337,6.009283978715764,1.0073320791125298
0.4,1,history_kmeans,12.0,12,0.03732255565514164,0.009816826571983328,0.03342846828635103,6.009283978715764,1.03133225440979
0.4,1,history_kmeans,18.0,18,0.03234739063666388,0.007397760484328075,0.030567036345666623,6.009283978715764,1.599192918278277
0.4,2,kalman_predictive_single,0.25,1836,0.016977605242063425,0.000214160062255037,0.010758848370304977,6.0445255066755035,1.1118904277682304
0.4,2,kalman_predictive_single,0.35,762,0.0032552115379078242,-4.3630149870484804e-05,0.0010192818894847523,6.0445255066755035,1.1313279308378696
0.4,2,kalman_predictive_single,0.5,246,-5.1667379128837006e-05,-5.1077310465337784e-05,-7.101365916730867e-05,6.0445255066755035,1.0986585738137364
0.4,2,kalman_predictive_kmeans,3.0,3,0.36469503401516534,-0.0003583028725767135,0.14329262451804642,6.0445255066755035,0.02823380846530199
0.4,2,kalman_predictive_kmeans,6.0,6,0.2200956966281931,-0.0001584247148619781,0.11818261218350827,6.0445255066755035,0.1269115274772048
0.4,2,kalman_predictive_kmeans,9.0,9,0.16217734910092316,-4.234996315392599e-05,0.10036601784449699,6.0445255066755035,0.22730416618287563
0.4,2,kalman_predictive_kmeans,12.0,12,0.13684807231213944,0.00012279710784835206,0.09284643401576086,6.0445255066755035,0.37971719168126583
0.4,2,kalman_predictive_kmeans,18.0,18,0.0966151074067033,8.793596323622447e-05,0.07240259966441041,6.0445255066755035,0.9419572940096259
0.4,2,obs_pca_kmeans,3.0,3,0.0002927258426112937,9.307962430807528e-05,5.948661691352545e-05,6.0445255066755035,0.019270597957074642
0.4,2,obs_pca_kmeans,6.0,6,-9.756297148928057e-05,0.13113986225331845,0.06881742226218072,6.0445255066755035,0.03526310250163078
0.4,2,obs_pca_kmeans,9.0,9,0.000114270973606163,0.09643827290455098,0.059009675724368785,6.0445255066755035,0.08364417403936386
0.4,2,obs_pca_kmeans,12.0,12,-0.0001356927799053455,0.08358151730996566,0.05507953430005482,6.0445255066755035,0.1233449736610055
0.4,2,obs_pca_kmeans,18.0,18,0.00020212452359638777,0.06742043538544708,0.04963360526866846,6.0445255066755035,0.27870179526507854
0.4,2,history_kmeans,3.0,3,0.002244370433530053,0.00015076514362149946,0.0007498011347021678,6.0445255066755035,0.23712931107729673
0.4,2,history_kmeans,6.0,6,0.005002427196055272,0.007203829701433355,0.006591893357433757,6.0445255066755035,0.32301671989262104
0.4,2,history_kmeans,9.0,9,0.009256545942128356,0.008995806550088642,0.011841872002131363,6.0445255066755035,1.0360525697469711
0.4,2,history_kmeans,12.0,12,0.013084120778251855,0.0046869232290093436,0.012928352362842519,6.0445255066755035,1.8447999935597181
0.4,2,history_kmeans,18.0,18,0.0223385381445699,0.005990707740787413,0.022569352283014515,6.0445255066755035,1.4264245023950934
0.4,3,kalman_predictive_single,0.25,1991,0.015876188081094183,-8.182374419369936e-05,0.009873008176999211,6.10963094690454,1.12143409345299
0.4,3,kalman_predictive_single,0.35,845,0.007696793796365572,-9.33019724022997e-05,0.00266486315318275,6.10963094690454,1.0955191645771265
0.4,3,kalman_predictive_single,0.5,313,0.0004898648054028343,-5.248406640365099e-05,8.843322274572998e-05,6.10963094690454,1.1126413196325302
0.4,3,kalman_predictive_kmeans,3.0,3,0.253735298802868,0.0007878682628985287,0.10179391332292774,6.10963094690454,0.04347599949687719
0.4,3,kalman_predictive_kmeans,6.0,6,0.19169141301600318,0.0003965266065684812,0.10322882338513306,6.10963094690454,0.1176386782899499
0.4,3,kalman_predictive_kmeans,9.0,9,0.14492128162262793,0.00029805664847983666,0.09006509924111283,6.10963094690454,0.5086893392726779
0.4,3,kalman_predictive_kmeans,12.0,12,0.10714381018491596,0.00047017207887728907,0.07290814963054458,6.10963094690454,0.587195654399693
0.4,3,kalman_predictive_kmeans,18.0,18,0.08079961379596402,0.00016589000315831616,0.06050741336567311,6.10963094690454,0.5841341055929661
0.4,3,obs_pca_kmeans,3.0,3,0.0002792956819797155,-1.0849495502793523e-05,-5.1675522637802565e-05,6.10963094690454,0.01964700035750866
0.4,3,obs_pca_kmeans,6.0,6,0.0004401120336603605,0.12052644438049008,0.06376783053631148,6.10963094690454,0.10859523620456457
0.4,3,obs_pca_kmeans,9.0,9,0.0005716415189410294,0.09694620333376959,0.058120916208104376,6.10963094690454,0.1808855226263404
0.4,3,obs_pca_kmeans,12.0,12,0.0004409631960480081,0.08302712614984713,0.05425504154767602,6.10963094690454,0.129128560423851
0.4,3,obs_pca_kmeans,18.0,18,0.00044228845215653546,0.0621647257057928,0.04572970649905164,6.10963094690454,0.32416285295039415
0.4,3,history_kmeans,3.0,3,0.0019672960500010392,0.0007861963417190097,0.001001664999799203,6.10963094690454,0.24747823178768158
0.4,3,history_kmeans,6.0,6,0.0015561916650716134,0.016279471567822893,0.009418644491517074,6.10963094690454,0.624729641713202
0.4,3,history_kmeans,9.0,9,0.0016711852163274832,0.008058351869647198,0.0059702249015716104,6.10963094690454,1.007265156134963
0.4,3,history_kmeans,12.0,12,0.0051248103184180285,0.017376584103259894,0.0156586397274944,6.10963094690454,1.7253361018374562
0.4,3,history_kmeans,18.0,18,0.005897353018166557,0.011483973727906022,0.013706173176387282,6.10963094690454,0.9595710439607501
0.4,4,kalman_predictive_single,0.25,1207,0.023919995342624394,0.0009228241712829556,0.00966414004051751,6.122252456857034,1.122016491368413
0.4,4,kalman_predictive_single,0.35,484,0.0035221397381717022,-5.3108603051703416e-05,0.0009412307591033068,6.122252456857034,1.1131057627499104
0.4,4,kalman_predictive_single,0.5,177,-0.00043352479297444215,-1.9562791281187932e-05,-8.693117246392812e-05,6.122252456857034,1.086714267730713
0.4,4,kalman_predictive_kmeans,3.0,3,0.3190610096477528,4.821969781820458e-05,0.12112611840613167,6.122252456857034,0.031348858028650284
0.4,4,kalman_predictive_kmeans,6.0,6,0.22970522224398998,0.0003303289287133233,0.11998394137382191,6.122252456857034,0.14399576280266047
0.4,4,kalman_predictive_kmeans,9.0,9,0.1591516749422164,-9.959675955121953e-05,0.09789095172356539,6.122252456857034,0.3180303554981947
0.4,4,kalman_predictive_kmeans,12.0,12,0.1260312746247011,-7.776428315195664e-05,0.08500914968894029,6.122252456857034,0.49939087964594364
0.4,4,kalman_predictive_kmeans,18.0,18,0.08893560826315097,0.00019840746801488832,0.0664482468621921,6.122252456857034,0.9460402224212885
0.4,4,obs_pca_kmeans,3.0,3,-1.3004945630654755e-05,0.0007822466876754715,0.00035480879809674816,6.122252456857034,0.027347441762685776
0.4,4,obs_pca_kmeans,6.0,6,0.00047430673524884756,0.12037066331239767,0.06459207143599358,6.122252456857034,0.05622831825166941
0.4,4,obs_pca_kmeans,9.0,9,0.0005094192773944342,0.09265979194366009,0.05695381117778144,6.122252456857034,0.07548707723617554
0.4,4,obs_pca_kmeans,12.0,12,0.00039636314779416986,0.07475318548748766,0.04963423431731708,6.122252456857034,0.1368802059441805
0.4,4,obs_pca_kmeans,18.0,18,-9.713736662687715e-06,0.06394101741314234,0.04710227478523751,6.122252456857034,0.3887449447065592
0.4,4,history_kmeans,3.0,3,8.125397577763945e-05,0.0003988685444104347,0.00033582644787997676,6.122252456857034,0.1506974371150136
0.4,4,history_kmeans,6.0,6,0.0006049175427187796,0.009686659678257221,0.005654049750911738,6.122252456857034,0.9886952275410295
0.4,4,history_kmeans,9.0,9,0.0012443202289619754,0.013685619672605783,0.009195468395705515,6.122252456857034,1.5495413290336728
0.4,4,history_kmeans,12.0,12,0.011186518018748577,0.01090672643663304,0.014893242484406011,6.122252456857034,1.0436104303225875
0.4,4,history_kmeans,18.0,18,0.010585750361696693,0.011961730293411653,0.018377433417299624,6.122252456857034,2.007794397883117
