obs_std,seed,method,method_param,n_states,ari_slow,ari_fast,ari_joint,gaussian_logloss,elapsed_s
0.15,2,history_kmeans,6.0,6,0.004115694100742766,0.015542101370315128,0.0103761272491427,0.18865543050150974,1.0683187851682305
0.15,2,history_kmeans,9.0,9,0.005930295835128271,0.013457063046161465,0.012133938666290053,0.18865543050150974,1.1903127701953053
0.15,2,history_kmeans,12.0,12,0.01998074344275461,0.013609410077480915,0.023466491395291233,0.18865543050150974,1.838156372308731
0.15,2,history_kmeans,18.0,18,0.03002623499534059,0.012421137636194447,0.03449361326475507,0.18865543050150974,2.0016589891165495
0.15,3,kalman_predictive_single,0.25,1877,0.015110442507716872,-0.00015996906572423377,0.010174848089834132,0.2598159417271816,1.1053095068782568
0.15,3,kalman_predictive_single,0.35,812,0.008730302519722028,-0.00020676321798284775,0.0028852906551825293,0.2598159417271816,1.1120458226650953
0.15,3,kalman_predictive_single,0.5,301,0.00024855976860377793,-0.00010146207319000755,7.89387304398581e-05,0.2598159417271816,1.1059423862025142
0.15,3,kalman_predictive_kmeans,3.0,3,0.31270520311331035,0.0006186749985175067,0.12495119593330505,0.2598159417271816,0.02856792788952589
0.15,3,kalman_predictive_kmeans,6.0,6,0.23425229107116,0.0004944173533246587,0.12584628658660507,0.2598159417271816,0.13021681271493435
0.15,3,kalman_predictive_kmeans,9.0,9,0.18761507612507425,0.00019686967306692944,0.11714437377648007,0.2598159417271816,0.3332809265702963
0.15,3,kalman_predictive_kmeans,12.0,12,0.12930403766117046,0.00031448972264592757,0.08806122826283456,0.2598159417271816,0.4811933133751154
0.15,3,kalman_predictive_kmeans,18.0,18,0.09853863407504741,9.539393911322086e-05,0.07332491411546989,0.2598159417271816,0.5302397143095732
0.15,3,obs_pca_kmeans,3.0,3,0.0009562016036454559,-1.5861880311797588e-05,0.00024020042836311848,0.2598159417271816,0.02650159876793623
0.15,3,obs_pca_kmeans,6.0,6,0.0007590968674645725,0.23775650976595142,0.1254021139277381,0.2598159417271816,0.03878059331327677
0.15,3,obs_pca_kmeans,9.0,9,0.0003803064148240723,0.14557857672492222,0.08839030018545233,0.2598159417271816,0.20000355504453182
0.15,3,obs_pca_kmeans,12.0,12,0.0007830550204372832,0.11736651808129714,0.07749494160587454,0.2598159417271816,0.2539651794359088
0.15,3,obs_pca_kmeans,18.0,18,0.00017343165400854406,0.12208233640324381,0.08901769688519648,0.2598159417271816,0.24368780106306076
0.15,3,history_kmeans,3.0,3,0.002028664186696172,0.0010236037539958537,0.0010280111106088538,0.2598159417271816,0.16100957430899143
0.15,3,history_kmeans,6.0,6,0.000673543114308501,0.009978258658468795,0.005893667811020632,0.2598159417271816,0.22747646272182465
