base_process,condition_id,flip_p,subsample_step,reconstructor,representation,k,n,logloss_mean,logloss_std,n_states_mean,n_states_std,C_mu_empirical_mean,C_mu_empirical_std,unifilarity_score_mean,unifilarity_score_std,branch_entropy_mean,branch_entropy_std
markov_order_2,flip0_sub1,0.0,1,one_step_greedy_merge,last_1,1,10,0.605886022310503,0.0028905449362303316,2.0,0.0,0.6360484599318144,0.0008133801851346928,1.0,0.0,0.0,0.0
markov_order_2,flip0_sub1,0.0,1,one_step_greedy_merge,last_2,2,10,0.4306691399486667,0.0019630421230445137,4.0,0.0,1.241415640960021,0.0019883177232294896,1.0,0.0,0.0,0.0
markov_order_2,flip0_sub1,0.0,1,one_step_greedy_merge,last_3,3,10,0.43067204835832096,0.0019655095769042547,4.7,0.6749485577105528,1.2997485833870148,0.05542441737336293,1.0,0.0,0.0,0.0
markov_order_2,flip0_sub1,0.0,1,one_step_greedy_merge,last_4,4,10,0.4306853428378292,0.0019687193280247387,8.1,1.5951314818673865,1.4927730971154392,0.09357230577585533,0.971231640395505,0.015768842722774953,0.11372205021608159,0.06679658425709392
markov_order_2,flip0_sub1,0.0,1,one_step_greedy_merge,last_5,5,10,0.43069972191923966,0.0019713322714125588,13.2,1.5491933384829668,1.732098824006807,0.09252665748981652,0.9013287699315491,0.036634879913216754,0.3383361635932115,0.11074910412987403
markov_order_2,flip0_sub1,0.0,1,one_step_greedy_merge,last_6,6,10,0.4307402089720571,0.001969860740078226,24.4,1.837873166945363,1.963173839368244,0.04421223319653246,0.8575512571470002,0.02762486118698683,0.5436105470044275,0.10216843527368293
