base_process,flip_p,subsample_step,k,logloss_mean,logloss_std,unifilarity_score_mean,unifilarity_score_std,branch_entropy_mean,branch_entropy_std
markov_order_2,0.0,1,1,0.605886022310503,0.0028905449362303316,1.0,0.0,0.0,0.0
markov_order_2,0.0,1,2,0.4306691399486667,0.0019630421230445137,1.0,0.0,0.0,0.0
markov_order_2,0.0,1,3,0.43067204835832096,0.0019655095769042547,1.0,0.0,0.0,0.0
markov_order_2,0.0,1,4,0.4306853428378292,0.0019687193280247387,0.971231640395505,0.015768842722774953,0.11372205021608159,0.06679658425709392
markov_order_2,0.0,1,5,0.43069972191923966,0.0019713322714125588,0.9013287699315491,0.036634879913216754,0.3383361635932115,0.11074910412987403
markov_order_2,0.0,1,6,0.4307402089720571,0.001969860740078226,0.8575512571470002,0.02762486118698683,0.5436105470044275,0.10216843527368293
