seed,process,representation,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
0,even_process_flip0.1_sub4,last_1,one_step_greedy_merge,0.556436477994124,2,0.5506611231329528,1.0,0.0
0,even_process_flip0.1_sub4,last_2,one_step_greedy_merge,0.5564677535269761,2,0.5506391712710842,1.0,0.0
0,even_process_flip0.1_sub4,last_3,one_step_greedy_merge,0.5565020300011039,3,0.7983314772142021,0.8441594159415942,0.3401994356551798
0,even_process_flip0.1_sub4,last_4,one_step_greedy_merge,0.5567818548071338,3,0.746316269068384,0.9259157394674334,0.30064422735627955
0,even_process_flip0.1_sub4,last_5,one_step_greedy_merge,0.5567904658447164,5,0.9774578833349381,0.7067560134020103,0.844616889359399
0,even_process_flip0.1_sub4,last_6,one_step_greedy_merge,0.5573070623294656,10,1.252481797977419,0.6965719000825145,1.1324115783050164
0,even_process_flip0.1_sub4,last_7,one_step_greedy_merge,0.5611242846342579,16,1.3963220989871588,0.6005701140228046,1.509652680637586
0,even_process_flip0.1_sub4,last_8,one_step_greedy_merge,0.5701731545234824,23,1.6165743835709354,0.5306443949888725,1.8394986931554005
1,even_process_flip0.1_sub4,last_1,one_step_greedy_merge,0.5469115363378848,2,0.5476110029625486,1.0,0.0
1,even_process_flip0.1_sub4,last_2,one_step_greedy_merge,0.5469383352827678,2,0.547617930840648,1.0,0.0
1,even_process_flip0.1_sub4,last_3,one_step_greedy_merge,0.5469651377428043,2,0.5476248588709881,1.0,0.0
1,even_process_flip0.1_sub4,last_4,one_step_greedy_merge,0.5471497276739034,4,1.0131222914965483,0.7593449181147643,0.6685632807845155
1,even_process_flip0.1_sub4,last_5,one_step_greedy_merge,0.5470496712577019,6,1.1048908847717704,0.6574236135420313,1.0597239283254445
1,even_process_flip0.1_sub4,last_6,one_step_greedy_merge,0.5498437732311191,10,1.3075990270777549,0.6215837771610032,1.2845519226097921
1,even_process_flip0.1_sub4,last_7,one_step_greedy_merge,0.5507999749066186,18,1.645050752764936,0.5519603920784156,1.6587257116002059
1,even_process_flip0.1_sub4,last_8,one_step_greedy_merge,0.5592821887116772,23,1.7511225115864928,0.5165412217748994,1.9453272827340788
2,even_process_flip0.1_sub4,last_1,one_step_greedy_merge,0.5584125737824085,2,0.552902427650688,1.0,0.0
2,even_process_flip0.1_sub4,last_2,one_step_greedy_merge,0.5584395092704724,2,0.5528807344709241,1.0,0.0
2,even_process_flip0.1_sub4,last_3,one_step_greedy_merge,0.5585809540411693,3,0.7199892881496193,0.8461346134613461,0.33274022519608726
2,even_process_flip0.1_sub4,last_4,one_step_greedy_merge,0.5586925619477483,4,0.7863013463247994,0.819627453431679,0.4936772703255203
2,even_process_flip0.1_sub4,last_5,one_step_greedy_merge,0.5586041977280563,6,0.8240283881219282,0.7570635595339301,0.8047175224566445
2,even_process_flip0.1_sub4,last_6,one_step_greedy_merge,0.5640790258326395,8,1.1786074782378198,0.8156177331032931,0.7539774281720484
2,even_process_flip0.1_sub4,last_7,one_step_greedy_merge,0.564905518540288,15,1.5017199153396412,0.5696639327865574,1.4411701190207415
2,even_process_flip0.1_sub4,last_8,one_step_greedy_merge,0.5887129662322622,20,1.7728901040672276,0.4663049186066865,1.9442397410796874
3,even_process_flip0.1_sub4,last_1,one_step_greedy_merge,0.5593939707521557,1,-0.0,1.0,0.0
3,even_process_flip0.1_sub4,last_2,one_step_greedy_merge,0.559313011361429,2,0.5514750043677216,1.0,0.0
3,even_process_flip0.1_sub4,last_3,one_step_greedy_merge,0.5597480208469083,2,0.49820404110236194,0.827907790779078,0.6547283162433811
3,even_process_flip0.1_sub4,last_4,one_step_greedy_merge,0.5597787427475175,3,0.6839500425806223,0.7759719964995625,0.6623002843413024
3,even_process_flip0.1_sub4,last_5,one_step_greedy_merge,0.5596034846582854,7,0.78295059323348,0.7761914287143071,0.7101955779047039
3,even_process_flip0.1_sub4,last_6,one_step_greedy_merge,0.5648084681680992,12,1.0488848166764808,0.784712324656815,0.7037292576335057
3,even_process_flip0.1_sub4,last_7,one_step_greedy_merge,0.5742135259474855,15,1.2713067272974774,0.6587817563512702,1.2015897270708655
3,even_process_flip0.1_sub4,last_8,one_step_greedy_merge,0.6027386574579348,20,1.5829605317992237,0.5498737215873571,1.7903215306806028
4,even_process_flip0.1_sub4,last_1,one_step_greedy_merge,0.5601641933461892,2,0.5516119077482284,1.0,0.0
4,even_process_flip0.1_sub4,last_2,one_step_greedy_merge,0.5600795466728372,2,0.5515900655928367,1.0,0.0
4,even_process_flip0.1_sub4,last_3,one_step_greedy_merge,0.5602808051496679,3,0.6410722989314144,0.9585208520852085,0.16730879187730477
4,even_process_flip0.1_sub4,last_4,one_step_greedy_merge,0.5600954059139044,3,0.8306370683906995,0.8063257907238405,0.6601086605656263
4,even_process_flip0.1_sub4,last_5,one_step_greedy_merge,0.5602471938426588,6,1.0220847134611912,0.7770915637345602,0.8663466234171537
4,even_process_flip0.1_sub4,last_6,one_step_greedy_merge,0.5615244635567083,11,1.398151919779426,0.5715250168779537,1.344707133917263
4,even_process_flip0.1_sub4,last_7,one_step_greedy_merge,0.5758242823381104,16,1.5533742496154257,0.5899679935987198,1.4794570923787969
4,even_process_flip0.1_sub4,last_8,one_step_greedy_merge,0.5873226426499145,22,1.711412761539711,0.542697106849041,1.8340733642354903
