seed,process,representation,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
0,even_process_sub4,last_1,one_step_greedy_merge,0.46740063265949994,2,0.46513275927562897,1.0,0.0
0,even_process_sub4,last_2,one_step_greedy_merge,0.4674330945304678,2,0.4651009390032972,1.0,0.0
0,even_process_sub4,last_3,one_step_greedy_merge,0.46751749568289397,3,0.5694321492186496,0.9737723772377238,0.10108172646839256
0,even_process_sub4,last_4,one_step_greedy_merge,0.4676301191026476,4,0.7000750995714549,0.9309913739217403,0.2281292332946692
0,even_process_sub4,last_5,one_step_greedy_merge,0.467503278418071,7,1.00392088718177,0.8337000550082513,0.6631715773101879
0,even_process_sub4,last_6,one_step_greedy_merge,0.47279079447771355,13,1.2306958191205903,0.7431550521341235,0.9695299868735678
0,even_process_sub4,last_7,one_step_greedy_merge,0.48312112962862425,14,1.4407869692652437,0.6848869773954791,1.312552542466549
0,even_process_sub4,last_8,one_step_greedy_merge,0.4885143516478581,18,1.5765173995537267,0.6061363806856542,1.5019356889899587
1,even_process_sub4,last_1,one_step_greedy_merge,0.4587351014007062,2,0.46540292239930714,1.0,0.0
1,even_process_sub4,last_2,one_step_greedy_merge,0.4587675905439244,3,0.8589899261400059,1.0,0.0
1,even_process_sub4,last_3,one_step_greedy_merge,0.45891273307164004,4,0.8417277790392877,0.9788978897889788,0.09253713513219351
1,even_process_sub4,last_4,one_step_greedy_merge,0.45905279040525976,5,0.8483264403214998,0.9387923490436304,0.27193243694836206
1,even_process_sub4,last_5,one_step_greedy_merge,0.4591198291137632,9,1.023556610147713,0.8940091013652047,0.5298844563348346
1,even_process_sub4,last_6,one_step_greedy_merge,0.4593469826987827,11,1.336733144399537,0.670367314279999,1.080181116038822
1,even_process_sub4,last_7,one_step_greedy_merge,0.46731325739208035,13,1.2592800212011406,0.7801560312062412,0.8919224503471002
1,even_process_sub4,last_8,one_step_greedy_merge,0.47285230631133335,18,1.5519803041713787,0.6013353004425995,1.4712613660338443
2,even_process_sub4,last_1,one_step_greedy_merge,0.4638056581635768,2,0.46728816227682285,1.0,0.0
2,even_process_sub4,last_2,one_step_greedy_merge,0.4637085636247679,3,0.8633653133999561,1.0,0.0
2,even_process_sub4,last_3,one_step_greedy_merge,0.463847109205888,5,0.9527816712635971,0.997024702470247,0.01221584638137627
2,even_process_sub4,last_4,one_step_greedy_merge,0.46893055733796657,5,0.9581231907129274,0.9712964120515064,0.1355432675681108
2,even_process_sub4,last_5,one_step_greedy_merge,0.4668174077018196,10,1.1177730689645515,0.9269890483572536,0.29881224986135085
2,even_process_sub4,last_6,one_step_greedy_merge,0.47530504742561663,12,1.1586646655002508,0.8489985747505814,0.6062643864221251
2,even_process_sub4,last_7,one_step_greedy_merge,0.47543202304885074,15,1.4813560779673942,0.669008801760352,1.2160969966118047
2,even_process_sub4,last_8,one_step_greedy_merge,0.48476382898864484,19,1.6514013514988335,0.5628516416193644,1.6067645553749297
3,even_process_sub4,last_1,one_step_greedy_merge,0.4740555462835439,2,0.4683608193200445,1.0,0.0
3,even_process_sub4,last_2,one_step_greedy_merge,0.47408205956620103,2,0.46836762814071553,1.0,0.0
3,even_process_sub4,last_3,one_step_greedy_merge,0.4737702207950693,3,0.8644849272333543,1.0,0.0
3,even_process_sub4,last_4,one_step_greedy_merge,0.47401646368868916,4,0.8880019043150034,0.9941992749093637,0.02227300944962552
3,even_process_sub4,last_5,one_step_greedy_merge,0.4745027077595688,9,1.3266410708650025,0.800145021753263,0.658140462338912
3,even_process_sub4,last_6,one_step_greedy_merge,0.4790379040313202,13,1.4235115497987911,0.7015727752356662,1.0817155880289249
3,even_process_sub4,last_7,one_step_greedy_merge,0.48988860220805225,15,1.4274432859086248,0.636877375475095,1.3352110969500723
3,even_process_sub4,last_8,one_step_greedy_merge,0.5000034376596935,17,1.6268950842159162,0.5699532394788828,1.5317350964935827
4,even_process_sub4,last_1,one_step_greedy_merge,0.4636509957463718,2,0.4667505745979592,1.0,0.0
4,even_process_sub4,last_2,one_step_greedy_merge,0.46352919434028134,2,0.4667573750782398,1.0,0.0
4,even_process_sub4,last_3,one_step_greedy_merge,0.46360576040118834,4,0.5795404958287638,0.9792479247924792,0.0917004386495336
4,even_process_sub4,last_4,one_step_greedy_merge,0.4632132223251577,4,0.8429165599414261,0.9736967120890111,0.11083570475884709
4,even_process_sub4,last_5,one_step_greedy_merge,0.46344011558752035,8,0.9036153592437846,0.9389158373756064,0.2889715340357628
4,even_process_sub4,last_6,one_step_greedy_merge,0.463800754084376,12,1.091372660568904,0.8330707873877928,0.7403182479556281
4,even_process_sub4,last_7,one_step_greedy_merge,0.46678907193460134,14,1.349143269097979,0.7375225045009002,1.0991471546206693
4,even_process_sub4,last_8,one_step_greedy_merge,0.4829503610314301,17,1.3732572466543835,0.7594958865744793,1.0490212753382364
