seed,length,train_frac,process,base_process,eps,flip_p,subsample_step,wrappers,condition_id,representation,k,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
4,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.433532185844452,9,1.323926688166814,0.9783910609217831,0.06114529102749843
5,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6066320040447545,2,0.6363945331495716,1.0,0.0
5,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4309420080916208,4,1.2417973400184747,1.0,0.0
5,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4309436359509105,4,1.2417980273220128,1.0,0.0
5,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.430945263825497,4,1.2417987146257108,1.0,0.0
5,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4309485412191403,5,1.2477497773261468,0.9990312427343205,0.006898078758623635
5,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43096531394196425,10,1.3897969805017363,0.9751347824293463,0.10694249710620886
6,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6014713141613067,2,0.636255658063239,1.0,0.0
6,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4287092718699857,4,1.2422769029993839,1.0,0.0
6,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.42870333158950397,4,1.2422775898125655,1.0,0.0
6,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4287043705082037,4,1.242278276625903,1.0,0.0
6,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4287172795238677,5,1.3472239573597908,0.9758785690892682,0.09506304891828758
6,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.42874355363842465,11,1.4777432703407072,0.9297281351211824,0.24353703196440338
7,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6073171840628699,2,0.6357699215380532,1.0,0.0
7,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4313586651733869,4,1.2408304451343408,1.0,0.0
7,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4313602922799856,4,1.2408297514509155,1.0,0.0
7,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4313619282966685,4,1.240829059761244,1.0,0.0
7,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4313644553046644,5,1.2934436687381514,0.9840198801491011,0.06709606629258866
7,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4313794377696381,7,1.3583222618930386,0.9618759164142686,0.16247678980893956
8,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6036881090972173,2,0.6367020194119267,1.0,0.0
8,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.42932541146237796,4,1.2429178164415748,1.0,0.0
8,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4293264357892246,4,1.2429171315269745,1.0,0.0
8,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4293225422113191,4,1.2429164466122247,1.0,0.0
8,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4293390342237623,5,1.2616926021041488,0.9960262201966514,0.020001227817163583
8,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.429332222845717,8,1.3802863457546812,0.953502093143315,0.18460198662606145
9,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6062669104450031,2,0.6365696058083914,1.0,0.0
9,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43341531902581176,4,1.242988025038224,1.0,0.0
9,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4334163993619113,4,1.2429873366000572,1.0,0.0
9,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4334125238296799,4,1.2429866481523386,1.0,0.0
9,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.43341416035341634,4,1.2429859652438626,1.0,0.0
9,1000000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43343490807644747,8,1.4171938590905453,0.932270657368252,0.20297642996107687
