base_process,flip_p,subsample_step,k,logloss_mean,logloss_std,unifilarity_score_mean,unifilarity_score_std,branch_entropy_mean,branch_entropy_std
markov_order_2,0.0,1,1,0.6039316204502803,0.003048950904220675,1.0,0.0,0.0,0.0
markov_order_2,0.0,1,2,0.4295947893698047,0.0026171422875749086,1.0,0.0,0.0,0.0
markov_order_2,0.0,1,3,0.4295836293350273,0.002586194725360116,1.0,0.0,0.0,0.0
markov_order_2,0.0,1,4,0.4295973613535957,0.002577720201543933,0.9922622581955686,0.013402161941124858,0.027834815641562063,0.04821131491049838
markov_order_2,0.0,1,5,0.4296399842243306,0.0025647772215100476,0.970182215166402,0.02021389029042379,0.12483862197071165,0.0653361213478192
markov_order_2,0.0,1,6,0.43037004445747423,0.002255643873355376,0.908204317272214,0.04565338068885166,0.3212198660869184,0.11115518373653531
