seed,process,representation,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
0,even_process_sub2,last_1,one_step_greedy_merge,0.4626198970931644,2,0.46618610322754034,1.0,0.0
0,even_process_sub2,last_2,one_step_greedy_merge,0.4608223724727902,3,0.8727424415048834,1.0,0.0
0,even_process_sub2,last_3,one_step_greedy_merge,0.46033916468883074,5,1.2205012133817643,0.9986499324966248,0.0066468404829338095
0,even_process_sub2,last_4,one_step_greedy_merge,0.46008361436121165,8,1.353618600135362,0.8908306769173073,0.27706810448641667
0,even_process_sub2,last_5,one_step_greedy_merge,0.46130474396114696,10,1.706418412959803,0.8448258619396455,0.471753843114315
0,even_process_sub2,last_6,one_step_greedy_merge,0.45996514903882085,10,1.937908453792265,0.8290225394722038,0.5883180872456075
0,even_process_sub2,last_7,one_step_greedy_merge,0.4672263800566047,13,2.0382085765894895,0.7358235823582359,0.8618243320424304
0,even_process_sub2,last_8,one_step_greedy_merge,0.47557936401810386,15,2.1092609051885782,0.7016539360678077,1.1229394762762313
1,even_process_sub2,last_1,one_step_greedy_merge,0.4590726147566513,2,0.46597433647379105,1.0,0.0
1,even_process_sub2,last_2,one_step_greedy_merge,0.4569649930711859,3,0.8725947784028787,1.0,0.0
1,even_process_sub2,last_3,one_step_greedy_merge,0.4559005025108922,5,1.2204199676594367,0.9985249262463123,0.007038085466032508
1,even_process_sub2,last_4,one_step_greedy_merge,0.45557840567329605,7,1.3489513203796166,0.899293705856616,0.23603768137498787
1,even_process_sub2,last_5,one_step_greedy_merge,0.45557681301774994,10,1.624743173416344,0.8959671975398155,0.3215213127927366
1,even_process_sub2,last_6,one_step_greedy_merge,0.45529545872644195,13,1.9517657782086288,0.8773017639043417,0.41470679143553285
1,even_process_sub2,last_7,one_step_greedy_merge,0.46011429082628136,16,1.9464154841693062,0.7753525352535253,0.7557441039543447
1,even_process_sub2,last_8,one_step_greedy_merge,0.4627631647950345,19,2.0674529755495943,0.7574727156805141,1.0242976365857537
2,even_process_sub2,last_1,one_step_greedy_merge,0.46209848658234676,2,0.46664768854847943,1.0,0.0
2,even_process_sub2,last_2,one_step_greedy_merge,0.4598844998908413,3,0.87343954691593,1.0,0.0
2,even_process_sub2,last_3,one_step_greedy_merge,0.4590339683652729,4,1.21394330076111,0.9971123556177809,0.018931892285881397
2,even_process_sub2,last_4,one_step_greedy_merge,0.45865669158531425,6,1.5093502173192368,0.937133570848178,0.28616427312082854
2,even_process_sub2,last_5,one_step_greedy_merge,0.45834274405638026,9,1.6580522454152595,0.9113058479385954,0.24476479295486306
2,even_process_sub2,last_6,one_step_greedy_merge,0.45839030647691503,13,1.8764009834024975,0.8744640156013651,0.4394617771333608
2,even_process_sub2,last_7,one_step_greedy_merge,0.45807405522882955,13,1.9956128516078293,0.7584633463346334,0.7681314400446725
2,even_process_sub2,last_8,one_step_greedy_merge,0.46339654085607035,17,2.0794274382699345,0.7006538235551499,0.9372474555725321
3,even_process_sub2,last_1,one_step_greedy_merge,0.46005082350222604,2,0.46464301040693345,1.0,0.0
3,even_process_sub2,last_2,one_step_greedy_merge,0.45784690782731496,3,0.8701538882936013,1.0,0.0
3,even_process_sub2,last_3,one_step_greedy_merge,0.4569352058214097,5,1.2588941782288867,0.9988124406220311,0.01011756760808262
3,even_process_sub2,last_4,one_step_greedy_merge,0.4561729800542469,7,1.4502881903547247,0.8885930370648165,0.25592152681322744
3,even_process_sub2,last_5,one_step_greedy_merge,0.45602089769078136,9,1.640811162390835,0.8866414981123584,0.3124713921619925
3,even_process_sub2,last_6,one_step_greedy_merge,0.45715058641479245,11,1.90779737014362,0.8265598239845987,0.5961378810967543
3,even_process_sub2,last_7,one_step_greedy_merge,0.4573100865689323,13,1.9999869190924553,0.7917041704170417,0.6989102525644484
3,even_process_sub2,last_8,one_step_greedy_merge,0.46107111195082884,17,1.9463921512359883,0.7349951869585328,0.9404759727843631
4,even_process_sub2,last_1,one_step_greedy_merge,0.4590509885777689,2,0.4674731501924211,1.0,0.0
4,even_process_sub2,last_2,one_step_greedy_merge,0.45694912102219043,3,0.8752574767004289,1.0,0.0
4,even_process_sub2,last_3,one_step_greedy_merge,0.45615306768831176,5,1.267988905207431,1.0,0.0
4,even_process_sub2,last_4,one_step_greedy_merge,0.4556675534556158,7,1.5057301401834395,0.9361085067816739,0.2845066810892042
4,even_process_sub2,last_5,one_step_greedy_merge,0.45575889390087704,8,1.6125372171038725,0.894217066279971,0.3312542802749974
4,even_process_sub2,last_6,one_step_greedy_merge,0.45576704541018753,10,1.781247413582409,0.8468365982023427,0.6094355423362601
4,even_process_sub2,last_7,one_step_greedy_merge,0.4564554946770508,15,2.058187554095404,0.6994949494949495,0.9495016197369825
4,even_process_sub2,last_8,one_step_greedy_merge,0.45787355858790907,16,2.0944408306780034,0.6770136640372042,1.1082015109884733
