seed,length,train_frac,process,base_process,eps,flip_p,subsample_step,wrappers,condition_id,representation,k,dv,reconstructor,logloss,gaussian_logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy,psi_opt,psi_macro_dim,psi_optimiser,macro_dim,obs_dim,projection_mode,macro_builder,macro_eps,macro_bins,macro_symboliser,model_selection,selection_score,selection_value,selection_predictive,selection_stability,selection_n_states_var,selection_unifilarity_var,selection_branch_entropy_var,selection_n_states_mean,selection_unifilarity_mean,selection_branch_entropy_mean,selection_macro_time_mean_s,selection_macro_time_max_s,selection_distance_matrix_mb_est,selection_n_pred,latent_dim,iss_mode,macro_build_time_s,macro_distance_matrix_mb_est,macro_n_pred,model_valid,invalid_reason
0,700,0.8,linear_gaussian_ssm,linear_gaussian_ssm,0.25,0.0,1,,flip0_sub1,iss_d2_dv2,2,2,kalman_iss,1.3913114901906518,1.3913114901906518,9.0,2.182018381301763,0.4175627240143369,2.211635209666466,-0.8237258451977516,2.0,pca,2,3,pca,linear_quantile,0.25,3,quantile,True,stability,0.6881701510763714,1.7138591061530717,0.6881701510763714,0.0,0.00010315413608411001,0.0016220666345680155,9.0,0.4084507042253522,2.2491065478912535,0.001067847333333279,0.001099500000000031,0.0,356.0,2,steady_state,0.0017143329999953494,0.0,559,True,
