seed,length,train_frac,process,base_process,eps,flip_p,subsample_step,wrappers,condition_id,representation,k,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
2,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.435080495153345,4,1.2419207933605774,1.0,0.0
2,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4350826538053493,4,1.241922167722833,1.0,0.0
2,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.435084804159726,4,1.2419207934342584,1.0,0.0
2,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4350945678831579,6,1.3208678226575143,0.9736296044440667,0.09477450528988807
2,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4351416150830411,12,1.5314762379176032,0.8914506003855067,0.3766079304838577
3,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6050136981660076,2,0.6358350438667224,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4306675436980726,4,1.241033904884056,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4306707976146544,4,1.2410325233800432,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4306740451882609,4,1.241031141837802,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4307158140026719,7,1.2886165077827743,0.9902098531477972,0.04626047895080841
3,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43073141007942584,13,1.441281298708064,0.9696219683844467,0.16106575598455047
4,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.602680622011587,2,0.6359431098170746,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43233721996414876,4,1.240995455404893,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.43234047349067056,4,1.2409940736544676,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.432343723776016,4,1.2409926891966434,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.43234517705482756,6,1.4377180056548495,0.9212438186572799,0.2117190368434836
4,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43235957610624043,10,1.4464447043676398,0.9487866037655659,0.18747781388000156
5,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6047032393424734,2,0.6352597848540068,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43071048038392384,4,1.2391624263460708,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4307137385289153,4,1.2391638062445678,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4307169967292021,4,1.2391651861437882,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4307148039941928,7,1.3224427745346303,0.9815322229833447,0.06708941000212554
5,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4307403711407808,13,1.3845190752911636,0.9716370036475638,0.13979759699005037
6,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.603786944223157,2,0.634998253150104,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4294900291641544,4,1.2392094324759007,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4294712512262017,4,1.2392108122806595,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4294732848772208,4,1.2392121920861405,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.42947999421824623,7,1.396818369779668,0.9485117276759152,0.2059486226996882
6,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.42951355812327185,13,1.7349173323799472,0.8589350313630488,0.5544849968953856
7,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6068275459047368,2,0.6357896936663359,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4280592896106793,4,1.2409427853525148,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4280475765381647,4,1.240941397564454,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4280399058735251,4,1.2409400155689558,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4280212148724479,4,1.2409386335352224,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.42802624879567214,9,1.5278147356393956,0.8728602750548135,0.38514057005423213
8,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6069964556769929,2,0.6370816140796496,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43086267630749836,4,1.2438630902326007,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4308647365756622,4,1.2438617274589556,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4308655120537766,4,1.2438603646847473,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4308676717120343,6,1.2686957715850207,0.9957724365865488,0.022016649114338222
8,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43091971408356816,10,1.3754269554731362,0.9708844904785834,0.1538304002942286
9,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6024364700127038,2,0.6376746015399746,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4287659550418247,4,1.2454820320047932,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4287667286902985,4,1.245480675185019,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.42876876430122707,4,1.2454793183273427,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.42878566013862796,6,1.3641461548387792,0.954386815802237,0.13648288277302156
9,500000,0.8,markov_order_2,markov_order_2,0.02,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.42884230017836067,10,1.4968529326054867,0.9265187140774963,0.3067328191812965
