seed,process,representation,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
0,even_process,last_1,one_step_greedy_merge,0.4569498591320852,2,0.46618270463389233,1.0,0.0
0,even_process,last_2,one_step_greedy_merge,0.43505655805440463,3,0.8150239175911544,1.0,0.0
0,even_process,last_3,one_step_greedy_merge,0.42756336670761214,3,0.9380895763352264,0.913441586039651,0.2057038530730229
0,even_process,last_4,one_step_greedy_merge,0.4124325286595676,3,1.0391751460657264,0.9134410450326572,0.20570036323847352
0,even_process,last_5,one_step_greedy_merge,0.4064872566471413,4,1.0709216813909952,0.9385601960073503,0.21543120564700008
0,even_process,last_6,one_step_greedy_merge,0.3963596462548209,4,1.1077277549710614,0.9354596763608408,0.23702692635921147
0,even_process,last_7,one_step_greedy_merge,0.3928488305071479,7,1.33066076051972,0.8555240262013101,0.48975322967853774
0,even_process,last_8,one_step_greedy_merge,0.38636743573494775,8,1.3636560927527435,0.8427474045415054,0.5509013898351462
1,even_process,last_1,one_step_greedy_merge,0.45729713058103094,2,0.46597093844001125,1.0,0.0
1,even_process,last_2,one_step_greedy_merge,0.43494342961579685,3,0.8134991802360618,1.0,0.0
1,even_process,last_3,one_step_greedy_merge,0.42849339861918573,3,0.9363088660585133,0.9138728468211705,0.20455866449183524
1,even_process,last_4,one_step_greedy_merge,0.4126392037736587,4,1.1591847848555175,0.8754773586674583,0.2886984297056462
1,even_process,last_5,one_step_greedy_merge,0.40752810138841744,4,1.080027333920023,0.936222608347813,0.22799116163924907
1,even_process,last_6,one_step_greedy_merge,0.3964789701974879,5,1.190442996030002,0.9210277949660297,0.3056864412015485
1,even_process,last_7,one_step_greedy_merge,0.3928481542759858,8,1.4518063817664761,0.8106905345267263,0.5798728506358332
1,even_process,last_8,one_step_greedy_merge,0.3852387977176991,9,1.4692785600594707,0.8081142064241114,0.6728749796087207
2,even_process,last_1,one_step_greedy_merge,0.45651276140150676,2,0.4666442887401513,1.0,0.0
2,even_process,last_2,one_step_greedy_merge,0.4347094784430919,3,0.8147655046727977,1.0,0.0
2,even_process,last_3,one_step_greedy_merge,0.42746215754435296,3,0.937437006518218,0.9127665691642292,0.20626411608064393
2,even_process,last_4,one_step_greedy_merge,0.41233210656783226,4,1.0648382511865604,0.9094159192474764,0.22680169933034633
2,even_process,last_5,one_step_greedy_merge,0.40700499667840834,5,1.3170386761450574,0.9200657524657174,0.24462678886796396
2,even_process,last_6,one_step_greedy_merge,0.39657695823561706,6,1.1806617163971387,0.9226716168832386,0.29978641868244266
2,even_process,last_7,one_step_greedy_merge,0.3930706369949181,8,1.342707876360416,0.8673121156057803,0.5001250347687753
2,even_process,last_8,one_step_greedy_merge,0.38578068562065704,9,1.4348670099047218,0.8194898463038546,0.6446065262193558
3,even_process,last_1,one_step_greedy_merge,0.4569673634586313,2,0.46465894711152084,1.0,0.0
3,even_process,last_2,one_step_greedy_merge,0.43486396224139623,3,0.8121182517788768,1.0,0.0
3,even_process,last_3,one_step_greedy_merge,0.4281233584635507,3,0.9354877562699846,0.9140103502587564,0.20429166411835925
3,even_process,last_4,one_step_greedy_merge,0.41252634506749686,4,1.0609603530184666,0.9106534579205601,0.2248768964917356
3,even_process,last_5,one_step_greedy_merge,0.408387620573648,4,1.0799102161190166,0.9361788567071265,0.22794352673973808
3,even_process,last_6,one_step_greedy_merge,0.3971506535786586,6,1.353221770372294,0.8353427962473359,0.5190697676344463
3,even_process,last_7,one_step_greedy_merge,0.3932210049289406,8,1.2653822736937614,0.9137894394719736,0.41170952656353843
3,even_process,last_8,one_step_greedy_merge,0.3856556871905844,9,1.3572082686414597,0.8827871567775687,0.5358330163413986
4,even_process,last_1,one_step_greedy_merge,0.45577921868865123,2,0.4674601612495777,1.0,0.0
4,even_process,last_2,one_step_greedy_merge,0.4338019022493102,3,0.8160986108507124,1.0,0.0
4,even_process,last_3,one_step_greedy_merge,0.42669383894421825,3,0.93854055181781,0.9137165929148229,0.20531750702787266
4,even_process,last_4,one_step_greedy_merge,0.4113977393542281,4,1.0627375821684586,0.9104222006937717,0.2256970751787832
4,even_process,last_5,one_step_greedy_merge,0.40736082247526373,5,1.3516062619750557,0.8760203507631537,0.36513036387769987
4,even_process,last_6,one_step_greedy_merge,0.3962629408698742,5,1.2485283752059984,0.9062771496252962,0.34954528560299697
4,even_process,last_7,one_step_greedy_merge,0.39321971285674084,7,1.2706255000683744,0.9151145057252863,0.3772181847501314
4,even_process,last_8,one_step_greedy_merge,0.3854369042484585,10,1.4312837941888825,0.8155271234006913,0.6349023310347096
