seed,length,train_frac,process,base_process,eps,flip_p,subsample_step,wrappers,condition_id,representation,k,dv,reconstructor,logloss,gaussian_logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy,psi_opt,psi_macro_dim,psi_optimiser,macro_dim,obs_dim,projection_mode,macro_eps,macro_bins,macro_symboliser,latent_dim,iss_mode,model_valid,invalid_reason
0,7000,0.8,linear_gaussian_ssm,linear_gaussian_ssm,0.2,0.0,1,,flip0_sub1,iss_d8_dv3,8,3,kalman_iss,12.851907772191572,12.851907772191572,5506.0,8.607129881262248,0.9982136477313326,0.0035727045373347625,-0.2509127477351192,3.0,random,3,14,psi_opt,0.2,5,quantile,8,steady_state,True,
1,7000,0.8,linear_gaussian_ssm,linear_gaussian_ssm,0.2,0.0,1,,flip0_sub1,iss_d8_dv3,8,3,kalman_iss,12.145725876980823,12.145725876980823,5392.0,8.578343125407606,0.9907109682029296,0.018578063594140763,-2.6153456131291017,3.0,random,3,14,psi_opt,0.2,5,quantile,8,steady_state,True,
